HHID,PN,value_06,value_08
41229,10,2.75,
41229,20,,
41232,10,,1.0
41232,40,,1.5
41238,10,,
41238,40,,
41240,10,1.75,
41250,10,,
41269,10,,3.75
41283,10,,1.25
41306,10,,
41306,40,,
41309,10,,1.5
41309,20,,1.5
41313,10,,1.75
41313,40,,1.0
41314,20,,
41314,30,1.0,
41325,10,1.5,
41325,40,1.25,
41326,20,,1.5
41335,20,,
41342,10,,
41342,20,1.25,
41350,10,1.5,
41350,20,,
41364,20,,1.75
41364,30,,1.5
41367,10,,
41367,20,1.0,
41380,10,1.5,
41380,20,,
41382,20,2.5,
41403,10,2.0,
41403,20,2.0,
41417,10,,1.0
41417,11,,1.0
41423,10,,1.25
41423,11,,1.5
41423,40,,
41423,41,,
41425,10,1.75,
41436,10,,2.75
41436,11,,
41463,10,,1.0
41463,20,,1.0
41474,20,,2.0
41474,30,,1.75
41480,10,1.25,
41532,10,1.5,
41532,40,1.75,
41544,10,2.0,
41544,40,2.5,
41547,10,,1.25
41574,40,2.0,
41590,40,1.75,
41605,40,,
41623,10,1.25,
41670,10,1.0,
41670,20,1.0,
41686,20,0.75,
41686,30,0.75,
41696,30,,
41706,10,,
41706,40,,
41711,20,1.0,
41711,30,1.0,
41713,10,,
41754,10,,
41777,10,2.0,
41780,10,,1.25
41791,20,,
41797,20,1.25,
41798,10,,
41800,10,1.25,
41828,20,,
41838,10,1.25,
41838,20,1.25,
41844,40,1.0,
41849,10,,2.0
41849,20,,1.75
41855,30,,
41855,31,,
41868,20,2.5,
41868,30,1.5,
41879,10,,1.0
41879,40,,1.25
41880,10,2.0,
41886,20,,
41886,30,,1.25
41896,10,,1.25
41896,40,,
41901,10,,1.0
41906,10,0.75,
41926,20,,
41942,10,1.5,
41942,40,1.0,
41953,10,,
41953,40,,
41977,10,1.0,
41979,10,,1.0
41979,20,,1.0
41994,10,,2.5
42001,10,1.0,
42005,10,,1.0
42005,40,,1.0
42050,20,1.0,
42062,10,1.0,
42062,20,,
42071,10,,1.75
42120,10,,
42123,10,,
42123,11,,
42125,10,,2.5
42137,40,,
42145,10,1.0,
42151,10,2.0,
42151,40,1.75,
42155,10,,
42155,40,,
42157,20,,
42157,30,,1.0
42161,20,,
42161,30,,
42164,10,,1.75
42164,40,,
42165,10,1.25,
42165,40,1.0,
42187,10,,2.0
42187,40,,1.75
42240,10,,
42248,10,2.0,
42281,10,,1.5
42285,10,,
42286,20,,1.25
42291,10,1.0,
42294,20,2.25,
42294,30,,
42304,10,,
42304,40,,1.75
42311,20,,
42327,10,,
42327,20,,
42336,10,1.0,
42336,20,,
42402,10,1.0,
42402,40,1.0,
42407,10,,1.0
42407,20,,1.25
42491,10,2.0,
42491,20,,
42493,10,,1.5
42493,20,,1.0
42496,10,,
42496,20,,
42503,10,,1.25
42503,20,,1.0
42529,20,1.0,
42529,30,1.25,
42534,20,,
42534,30,,
42546,10,,1.0
42556,10,,
42559,10,,1.0
42559,40,,2.5
42565,10,,
42568,10,,1.0
42583,10,3.0,
42583,40,2.0,
42603,10,,
42633,21,,3.75
42645,10,,1.0
42645,20,,1.0
42656,10,2.0,
42667,20,1.0,
42667,30,1.0,
42683,20,,1.5
42683,21,,1.0
42686,10,,1.0
42704,40,,
42739,20,,2.25
42753,10,1.0,
42753,20,1.0,
42758,11,1.0,
42776,10,,1.0
42776,20,,1.0
42814,10,,1.5
42814,20,,1.25
42828,10,,2.0
42828,40,,1.0
42833,10,,2.0
42842,20,,1.0
42842,30,,1.0
42844,10,1.75,
42844,20,1.0,
42846,10,,1.5
42846,11,,1.0
42874,10,,1.0
42884,10,2.25,
42887,30,,1.75
42913,20,,
42938,10,,1.25
42938,11,,1.75
42941,20,2.25,
42943,10,1.0,
42943,20,1.5,
42946,10,,1.0
42946,20,,1.0
42955,10,,1.0
42973,10,,1.5
43027,10,,1.75
43047,10,,1.0
43047,20,,1.75
43052,10,,1.5
43075,30,,1.0
43113,20,1.0,
43117,10,1.0,
43122,10,,
43131,10,1.25,
43151,10,1.25,
43179,10,2.75,
43193,20,1.25,
43225,10,,1.0
43231,10,,2.25
43231,20,,
43257,10,1.0,
43257,20,,
43277,20,,
43284,20,,
43292,10,1.25,
43292,40,1.75,
43295,10,1.5,
43295,11,1.0,
43295,12,1.0,
43298,40,,1.25
43298,41,,2.75
43318,10,,1.0
43342,10,,1.0
43347,10,,
43350,10,,
43354,10,,1.5
43354,40,,1.5
43362,10,3.0,
43372,10,1.0,
43372,20,1.0,
43381,10,,1.5
43381,11,,2.0
43381,40,,2.25
43387,10,,
43407,30,,1.5
43407,31,,1.25
43430,10,,
43439,11,,
43459,10,1.0,
43460,10,,
43468,10,1.5,
43471,10,,1.0
43493,20,,1.0
43494,10,1.75,
43494,20,1.5,
43497,10,,
43512,10,,1.0
43512,20,,1.75
43513,10,,2.25
43513,40,,1.25
43520,20,1.0,
43520,30,3.0,
43525,10,2.0,
43525,20,,
43532,20,,1.25
43560,10,,
43564,20,,
43564,30,,
43586,10,1.25,
43586,20,2.25,
43587,20,,
43601,10,,
43601,20,,
43603,10,,1.25
43606,20,1.0,
43606,30,1.5,
43627,10,,1.0
43628,10,,2.0
43628,20,,2.0
43652,10,,1.0
43652,20,,2.0
43718,10,,1.25
43762,10,0.75,
43763,10,,1.25
43763,20,,1.0
43764,10,1.25,
43764,12,1.5,
43767,20,,1.5
43767,30,,1.0
43769,10,3.0,
43769,20,1.25,
43771,10,1.25,
43771,40,2.0,
43779,10,,1.5
43779,20,,1.0
43785,10,,
43785,20,,2.25
43787,10,1.0,
43787,20,1.25,
43800,30,,1.0
43806,10,,1.0
43809,10,1.0,
43809,20,1.0,
43811,20,1.0,
43811,30,,
43837,10,,1.0
43849,10,,2.25
43849,20,,1.0
43870,10,1.0,
43870,20,1.0,
43873,10,1.0,
43890,10,,1.0
43890,20,,2.0
43893,20,,
43893,30,,
43906,10,1.75,
43912,10,,1.0
43912,20,,1.0
43926,10,2.0,
43926,40,2.0,
43943,10,1.5,
43956,10,,1.5
43956,40,,1.0
43957,10,1.0,
43958,20,,1.0
43977,10,,1.0
43977,20,,1.0
43984,10,1.25,
44003,30,,1.25
44027,20,,1.0
44027,30,,1.5
44041,10,,1.75
44041,11,,1.0
44046,20,,
44046,30,,1.0
44051,10,3.25,
44051,20,1.0,
44056,10,1.5,
44067,20,,1.0
44067,30,,1.0
44075,10,,1.0
44075,20,,1.0
44080,10,,1.25
44080,20,,3.0
44095,10,1.25,
44095,20,1.25,
44101,10,,1.0
44104,10,1.5,
44104,20,2.0,
44109,20,,1.0
44109,22,,1.0
44135,10,2.0,
44135,40,1.25,
44141,20,2.25,
44141,30,,
44144,11,3.0,
44145,10,,
44145,20,,1.5
44149,10,,2.75
44149,40,,1.5
44153,40,1.5,
44169,20,1.0,
44169,30,2.0,
44169,31,2.25,
44173,10,1.0,
44176,10,3.0,
44192,10,1.0,
44192,11,1.5,
44202,20,1.75,
44204,10,,
44211,40,,1.0
44224,10,,1.5
44224,40,,1.75
44260,10,1.0,
44260,20,1.0,
44271,20,,
44271,31,1.5,
44296,10,,1.0
44300,10,,
44300,20,1.5,
44303,10,,1.25
44307,10,,1.0
44307,40,,1.0
44311,10,,1.0
44319,10,,
44319,20,1.25,
44334,10,1.0,
44336,20,,2.75
44336,30,,2.0
44350,40,,1.5
44354,10,1.75,
44363,10,1.0,
44363,20,1.5,
44369,20,,1.0
44385,20,,1.0
44390,20,2.0,
44391,10,2.0,
44392,10,2.25,
44392,20,1.0,
44406,10,,1.0
44406,40,,1.0
44417,20,,1.0
44418,10,,1.0
44418,40,,1.0
44420,20,,2.0
44420,30,,2.75
44427,20,1.0,
44438,10,,1.0
44469,10,,1.0
44469,40,,
44503,10,1.75,
44503,20,1.0,
44506,10,2.25,
44506,40,1.25,
44509,10,,1.0
44517,10,,1.0
44517,20,,1.75
44522,10,,1.0
44522,40,,1.75
44535,10,,
44535,20,1.0,
44580,10,1.75,
44580,11,1.0,
44595,10,,1.25
44595,20,,1.0
44598,10,,1.0
44598,40,,1.0
44602,10,,1.25
44604,10,,1.0
44604,11,,1.0
44604,20,1.25,
44645,20,,2.0
44647,10,,1.25
44647,11,,1.0
44647,20,,1.0
44651,11,2.5,
44658,10,1.75,
44679,10,1.0,
44681,40,1.75,
44681,41,2.25,
44695,20,,
44710,20,,1.25
44717,10,,1.0
44734,10,,1.0
44734,20,,1.0
44737,30,1.0,
44739,10,,1.25
44748,20,,
44748,30,1.75,
44751,10,1.5,
44754,10,1.0,
44754,20,1.5,
44764,10,,1.5
44764,11,1.0,
44764,12,,1.0
44766,20,,2.25
44766,30,,2.75
44813,10,2.5,
44813,40,3.0,
44815,10,,1.25
44815,20,,1.0
44817,10,1.0,
44817,20,1.5,
44836,10,1.75,
44836,40,2.25,
44843,10,,
44843,20,,1.0
44854,10,1.25,
44854,20,1.0,
44855,10,,1.25
44855,11,,1.0
44878,20,2.25,
44883,20,,3.0
44883,21,,
44895,10,1.0,
44895,20,1.0,
44896,10,,1.5
44902,10,,
44910,10,1.25,
44910,20,1.25,
44919,10,,1.0
44919,20,,1.0
44934,10,,
44955,10,,
44957,20,2.5,
44959,10,,1.0
44975,20,1.25,
44977,10,1.25,
44977,40,1.0,
44989,10,1.0,
44992,10,1.0,
44994,20,1.0,
44994,30,2.0,
45000,20,1.25,
45000,30,,
45027,10,1.0,
45027,40,1.25,
45029,20,1.0,
45057,30,,1.5
45060,10,,1.0
45081,10,1.0,
45081,11,1.25,
45100,10,1.0,
45100,20,1.0,
45106,20,1.5,
45107,10,1.0,
45107,40,1.0,
45109,10,,1.5
45109,40,,1.25
45133,10,,
45133,20,,1.25
45147,10,1.5,
45147,20,1.0,
45156,20,,1.0
45156,21,,1.5
45168,20,1.0,
45172,20,,
45173,10,2.0,
45173,20,1.25,
45175,10,,1.5
45181,10,,1.0
45182,10,,1.25
45183,10,,
45196,10,1.0,
45209,20,,
45213,20,,
45213,30,,
45216,10,,
45216,40,,
45217,10,,1.5
45225,10,1.0,
45225,20,1.0,
45231,10,1.5,
45231,20,1.0,
45235,10,,1.0
45235,20,,1.0
45236,20,,
45266,10,,2.5
45276,20,,
45277,10,,1.25
45302,10,,
45302,20,,1.0
45326,10,,1.0
45329,10,1.0,
45333,10,1.5,
45333,20,2.0,
45337,10,1.0,
45354,10,,
45354,11,,
45356,20,1.0,
45367,20,3.0,
45371,10,,
45373,10,,
45374,10,1.0,
45376,10,,
45376,20,,1.75
45378,10,,1.75
45397,10,,1.5
45397,40,1.25,
45397,41,1.25,
45399,10,1.0,
45399,20,,
45400,10,,1.0
45400,40,,1.25
45406,10,,2.5
45413,20,1.0,
45433,10,,
45433,11,,2.75
45434,30,,1.75
45438,10,,1.0
45439,20,1.5,
45439,30,1.0,
45442,10,,1.0
45443,11,1.25,
45443,20,2.5,
45445,10,,1.25
45445,20,,1.25
45474,10,,
45498,10,,1.0
45500,10,1.25,
45500,40,1.25,
45505,20,1.75,
45509,10,1.0,
45509,20,1.0,
45531,10,,
45531,40,,
45555,10,,1.75
45555,20,,1.0
45565,10,1.0,
45565,40,1.5,
45570,10,1.0,
45570,40,1.5,
45585,10,,1.0
45606,10,,1.0
45606,20,,1.75
45612,10,1.0,
45612,20,1.25,
45613,10,1.0,
45613,40,2.0,
45630,10,1.5,
45630,20,,
45630,21,,1.0
45630,22,1.75,
45687,10,,1.25
45695,10,,
45699,10,1.25,
45699,20,1.5,
45700,10,,
45709,10,1.75,
45739,10,,
45739,40,,1.25
45742,10,1.0,
45746,10,1.5,
45746,40,1.25,
45749,10,2.0,
45749,20,1.25,
45750,10,,1.75
45750,40,,2.0
45781,40,1.75,
45786,10,,1.25
45786,20,,1.25
45848,10,,1.25
45867,10,,
45867,20,1.75,
45870,10,,1.0
45870,20,,1.0
45885,20,,1.0
45895,10,,1.0
45895,20,,2.25
45922,10,,1.25
45922,40,,1.5
45923,10,,
45923,20,,1.25
45931,10,,1.0
45931,40,,1.0
45943,10,,
45944,10,1.25,
45944,20,1.25,
45949,10,,
45949,20,1.25,
45971,20,,1.25
45971,21,,1.5
45971,30,,1.0
45982,10,,1.0
45982,40,,2.25
45984,10,1.5,
45984,20,1.0,
45992,10,,1.0
45992,40,,1.75
45997,10,1.25,
45998,10,1.25,
45998,40,1.0,
46012,10,,
46012,11,,1.0
46074,10,1.75,
46074,20,1.25,
46109,20,1.75,
46119,30,1.0,
46119,40,1.5,
46131,10,,
46135,10,1.75,
46138,10,1.5,
46138,20,1.0,
46146,10,,1.25
46146,20,,1.75
46163,10,1.5,
46165,10,,
46187,10,,1.75
46188,10,,1.5
46188,11,,1.25
46219,20,1.75,
46219,30,,
46226,10,,1.75
46226,40,,1.0
46252,20,1.25,
46252,30,2.0,
46283,10,,
46283,40,,
46291,10,1.5,
46291,20,1.75,
46316,10,,1.0
46319,11,,1.75
46321,10,1.25,
46322,10,,
46374,10,,1.5
46379,10,1.0,
46379,20,1.5,
46384,10,,
46384,20,,
46391,40,1.25,
46394,10,1.25,
46394,11,,
46423,10,,1.0
46440,10,,1.25
46441,10,,
46441,20,3.0,
46443,10,,1.0
46443,20,,1.5
46485,20,,1.0
46485,30,,1.0
46493,10,2.75,
46555,20,,2.0
46555,30,,1.0
46558,10,1.25,
46558,20,1.75,
46559,10,,1.0
46559,20,,
46569,10,,1.5
46569,40,,2.0
46583,10,,1.0
46583,11,,1.0
46602,10,,1.0
46614,10,1.75,
46614,20,1.25,
46627,40,,
46633,40,1.0,
46641,20,2.0,
46641,30,1.25,
46668,10,1.25,
46686,20,2.0,
46686,30,1.25,
46697,10,,1.25
46750,10,1.75,
46754,10,,1.25
46760,10,,
46760,20,,
46769,10,,
46769,40,,1.0
46777,10,,
46777,40,,
46787,10,,
46787,11,,
46793,10,,1.0
46793,40,,1.5
46796,10,2.25,
46796,20,1.0,
46803,20,1.25,
46806,10,,2.0
46806,20,,1.5
46811,20,,1.5
46814,10,1.25,
46814,40,1.0,
46821,10,,1.25
46821,11,,1.5
46830,10,1.0,
46933,20,1.0,
46933,30,1.25,
46972,10,,
46972,40,,
47009,10,1.75,
47009,20,1.25,
47030,20,1.25,
47057,10,,1.25
47061,10,,
47061,40,,
47071,10,,
47074,20,1.0,
47130,10,,1.0
47130,40,,
47132,10,,
47132,11,1.5,
47136,20,1.5,
47136,21,,
47136,30,,1.0
47140,10,,1.75
47140,40,,1.0
47142,10,,2.0
47163,10,2.75,
47168,10,,
47192,10,,2.0
47192,20,,1.0
47193,10,,1.0
47193,20,,1.0
47199,20,1.75,
47199,30,1.0,
47230,10,1.25,
47230,40,1.0,
47241,10,1.75,
47241,11,1.5,
47242,10,,1.25
47254,10,1.75,
47254,40,1.0,
47255,10,,1.5
47255,20,,2.0
47295,20,1.0,
47320,20,,1.0
47320,30,,2.75
47344,20,3.25,
47344,30,,
47367,30,,1.5
47378,10,1.0,
47378,20,,
47387,10,,2.25
47387,40,,2.25
47392,10,,1.25
47392,11,,1.75
47403,10,,1.5
47403,20,,2.0
47404,30,1.5,
47415,10,1.75,
47415,40,1.25,
47418,10,1.75,
47445,20,,1.25
47458,11,,2.0
47458,40,,1.25
47477,20,1.0,
47477,30,1.0,
47484,10,1.0,
47484,40,1.0,
47495,10,,1.5
47495,11,,1.75
47510,10,1.0,
47510,11,1.5,
47514,10,,
47514,20,,1.75
47515,20,,2.5
47533,30,,2.5
47535,10,,1.25
47535,11,,1.0
47555,20,,1.0
47565,10,,
47578,10,,
47578,20,2.0,
47579,20,1.5,
47579,30,1.0,
47582,10,1.5,
47582,11,0.75,
47583,10,,1.5
47583,20,,1.0
47591,10,1.25,
47591,40,2.0,
47592,20,1.0,
47592,30,1.0,
47596,10,,1.75
47596,11,,1.0
47602,10,,
47602,20,,1.25
47604,20,,1.0
47604,30,,1.0
47610,10,1.0,
47610,40,2.25,
47619,10,1.0,
47619,40,1.25,
47626,10,2.5,
47630,11,,1.5
47630,12,,1.5
47654,21,,1.25
47654,30,,
47654,31,,
47660,10,,1.25
47660,20,,1.75
47664,20,1.25,
47675,30,,1.0
47675,40,,1.75
47679,20,1.0,
47680,10,1.5,
47680,20,1.25,
47683,20,1.25,
47683,30,1.0,
47697,20,,1.0
47699,10,,
47699,40,,
47704,10,,
47704,20,1.5,
47707,10,,1.5
47707,20,,2.0
47709,20,,2.0
47709,30,,1.0
47711,20,1.25,
47711,21,1.75,
47718,10,,1.0
47718,20,,1.0
47720,20,1.0,
47720,30,1.0,
47724,10,,1.25
47724,40,,1.0
47726,20,1.25,
47726,30,1.25,
47751,10,1.0,
47764,11,,2.0
47764,20,,
47764,22,,2.5
47831,10,,1.0
47848,10,,1.0
47848,40,,1.25
47855,10,1.0,
47855,20,1.0,
47902,20,1.0,
47909,10,2.0,
47926,20,,
47926,21,1.0,
47945,10,,1.5
48013,20,,1.0
48013,30,,1.0
48018,10,,
48018,20,,
48068,10,1.5,
48091,10,1.0,
48091,20,1.5,
48103,10,,3.0
48114,10,,1.25
48124,10,,1.0
48124,20,,1.0
48131,10,2.0,
48131,40,,
48135,10,,1.0
48174,20,1.5,
48228,10,,1.0
48228,20,,1.0
48239,40,,1.0
48239,41,,1.0
48248,10,,1.75
48248,20,,1.0
48250,10,,1.0
48255,20,,1.25
48275,20,1.0,
48314,20,1.0,
48314,30,1.75,
48327,10,,1.75
48327,20,,1.0
48328,10,,
48328,20,,
48360,10,,2.25
48401,20,,
48401,30,,1.5
48404,10,1.5,
48404,40,1.0,
48405,20,,1.0
48405,30,,1.5
48406,20,,1.0
48406,30,,1.25
48410,10,2.0,
48410,40,,
48430,40,,1.25
48440,10,,1.25
48440,40,,1.0
48455,40,1.25,
48471,10,1.75,
48471,20,1.0,
48474,40,1.25,
48474,41,1.25,
48475,20,,1.25
48475,30,,1.0
48479,10,1.0,
48479,20,1.75,
48480,20,,1.25
48482,20,1.0,
48483,10,1.25,
48483,20,1.0,
48504,10,,
48504,20,,1.0
48505,10,2.0,
48506,10,1.5,
48507,10,2.25,
48507,20,1.0,
48508,10,,
48524,20,1.0,
48524,30,1.75,
48531,20,1.0,
48531,30,1.5,
48534,10,,
48534,20,,
48535,10,,1.5
48535,20,,1.0
48544,11,1.5,
48545,10,1.0,
48568,10,,1.25
48568,20,,1.5
48585,20,1.0,
48595,20,,1.0
48596,30,1.5,
48604,10,,0.75
48604,20,,1.25
48605,20,,1.25
48605,30,,1.5
48608,10,,1.25
48612,10,,
48612,40,1.0,
48615,10,1.5,
48615,40,2.0,
48616,10,,2.5
48616,20,,1.25
48621,20,1.5,
48621,30,1.0,
48622,10,,1.0
48622,20,,1.0
48623,20,,1.25
48623,21,1.0,
48624,10,1.0,
48624,40,1.0,
48625,20,1.0,
48628,30,1.0,
48629,20,1.0,
48629,30,1.0,
48652,10,,1.75
48652,40,,2.25
48676,40,,1.0
48676,41,,
48681,10,,
48683,10,,
48683,40,,
48685,10,,1.0
48685,20,,1.5
48686,20,1.0,
48743,10,,
48767,10,1.0,
48767,20,2.0,
48778,10,1.25,
48778,20,1.0,
48804,10,1.25,
48804,20,,
48819,10,,1.25
48825,10,,1.0
48825,20,,1.25
48828,10,2.25,
48828,20,2.5,
48855,10,1.0,
48868,10,1.0,
48868,20,0.75,
48870,10,1.5,
48877,10,1.5,
48882,21,2.0,
48888,10,,2.0
48901,10,1.0,
48901,20,1.0,
48904,10,,1.75
48914,10,,1.25
48938,10,1.25,
48938,20,1.25,
48962,10,,1.0
48962,20,,1.0
48970,10,,1.75
48970,11,,1.5
48982,10,1.0,
48982,20,1.25,
48984,20,,1.0
48987,20,1.5,
48988,10,,1.25
48988,20,1.0,
48992,10,,2.0
48992,20,,1.5
48995,10,1.0,
48995,20,2.0,
48997,10,,1.0
49003,10,,1.0
49053,20,,1.0
49053,30,,1.25
49059,20,,
49059,30,,
49070,40,,2.0
49077,20,,1.75
49093,10,2.0,
49093,40,2.0,
49118,20,,1.0
49118,30,,1.0
49137,10,1.0,
49137,11,1.0,
49140,10,,1.5
49175,10,2.0,
49175,40,1.25,
49178,10,,1.75
49178,40,,1.0
49182,10,,1.5
49182,20,,1.5
49199,10,1.0,
49199,20,1.5,
49203,20,1.0,
49203,30,1.75,
49204,20,,1.5
49207,20,1.0,
49207,30,1.25,
49210,20,,1.25
49219,20,,1.25
49219,21,,1.0
49224,10,,
49224,40,,1.5
49227,10,1.0,
49229,10,1.0,
49229,20,1.0,
49232,20,,1.5
49232,30,,1.5
49233,30,1.0,
49237,10,,2.0
49237,20,,1.0
49238,40,1.5,
49242,10,,1.0
49242,20,,1.75
49249,10,,1.25
49249,40,,1.25
49263,10,,1.0
49263,40,,
49279,10,,
49287,40,,1.0
49288,10,,1.0
49377,10,1.0,
49377,20,1.5,
49378,10,,1.0
49378,20,,1.0
49383,20,,1.0
49383,30,,0.5
49393,10,,1.5
49393,20,,1.5
49396,10,,1.0
49396,20,,1.25
49426,10,1.0,
49442,10,1.0,
49442,20,1.0,
49448,10,1.75,
49448,20,,
49455,10,,2.0
49455,20,,1.25
49470,10,,2.0
49470,20,,1.0
49475,10,,1.25
49475,20,,1.5
49489,10,,1.0
49489,20,,2.25
49498,20,,1.0
49498,30,,1.0
49504,10,2.0,
49504,20,1.0,
49511,20,,2.0
49512,10,1.25,
49516,10,1.0,
49531,10,1.0,
49531,20,1.5,
49542,10,,
49542,40,1.0,
49548,10,2.0,
49548,40,2.0,
49554,10,,1.5
49554,20,,1.0
49608,40,1.0,
49635,40,2.25,
49645,10,1.5,
49648,10,,
49661,10,1.25,
49667,10,2.25,
49689,10,,
49689,40,,2.0
49697,10,1.25,
49697,20,1.75,
49701,20,1.75,
49701,30,1.5,
49702,20,,2.0
49702,30,,1.0
49712,10,,1.0
49712,20,,1.25
49713,10,,1.5
49724,20,,1.0
49724,30,,
49729,10,1.75,
49742,10,,1.0
49742,20,,1.0
49753,10,,1.25
49766,20,,1.0
49766,30,,1.75
49779,10,,1.0
49801,10,1.25,
49801,20,2.0,
49801,21,1.0,
50117,10,,2.25
50117,20,,1.0
50125,20,1.0,
50125,21,1.0,
50125,22,1.5,
50132,20,,
50132,30,,1.0
50138,20,1.0,
50138,30,1.0,
50143,10,2.0,
50143,20,1.0,
50145,10,,1.0
50145,11,,1.0
50152,30,,1.25
50152,31,,2.0
50156,10,1.25,
50158,10,,2.75
50158,20,,2.0
50169,10,,1.0
50169,40,,1.0
50173,10,,1.5
50173,40,,1.0
50176,10,1.0,
50176,40,1.25,
50180,10,2.0,
50180,20,2.0,
50181,10,2.0,
50181,20,1.75,
50182,10,1.25,
50182,20,1.5,
50185,10,,1.0
50185,40,,1.0
50192,10,1.75,
50192,20,,
50195,30,1.25,
50195,31,1.5,
50203,10,1.0,
50203,20,1.0,
50214,10,,1.0
50216,20,,1.0
50223,10,1.5,
50223,20,1.0,
50229,20,,1.25
50229,30,,1.25
50232,10,1.0,
50232,20,1.25,
50233,10,,1.0
50235,20,2.0,
50237,10,1.5,
50237,40,2.0,
50239,10,,1.0
50239,20,,1.25
50243,10,2.0,
50243,20,1.0,
50258,20,1.5,
50258,30,2.0,
50259,10,,1.0
50272,10,,
50272,40,,
50283,20,,
50283,30,,1.0
50321,10,,1.25
50326,20,,2.0
50326,30,,2.0
50342,10,,1.25
50342,20,,2.25
50358,40,1.25,
50364,10,,1.5
50364,40,,2.0
50365,30,1.25,
50368,20,1.5,
50375,10,1.25,
50375,20,1.25,
50376,10,1.5,
50376,40,1.0,
50377,10,,1.0
50377,40,,1.0
50380,20,1.0,
50380,30,1.5,
50384,40,,
50385,10,,1.0
50385,20,,1.25
50389,10,1.75,
50389,11,3.0,
50403,10,1.0,
50403,20,2.75,
50412,10,,
50412,20,1.25,
50419,30,,1.25
50428,20,1.0,
50432,10,1.75,
50432,40,,
50437,20,1.25,
50452,10,1.0,
50452,20,1.5,
50456,10,1.0,
50456,40,1.0,
50473,20,1.0,
50473,21,,
50488,20,2.0,
50517,10,,
50517,40,,
50523,10,1.0,
50528,20,2.0,
50528,30,1.0,
50530,20,,1.0
50546,10,,1.25
50546,20,,1.0
50560,10,,1.75
50560,20,,1.0
50571,10,,1.0
50571,11,,1.5
50576,10,2.0,
50576,20,1.0,
50583,20,1.25,
50583,30,2.0,
50587,10,1.25,
50587,20,1.5,
50591,20,,1.5
50594,10,1.5,
50594,20,1.25,
50598,10,2.25,
50598,40,1.25,
50600,20,1.5,
50601,10,,
50601,40,1.0,
50606,10,1.0,
50606,40,1.0,
50622,20,1.25,
50631,20,3.0,
50631,30,,
50635,20,1.5,
50642,10,,
50665,10,,2.75
50665,20,,1.25
50694,10,2.0,
50708,10,1.0,
50709,10,1.5,
50709,40,1.25,
50716,10,,1.0
50716,20,,1.25
50724,20,,2.0
50726,20,,1.5
50733,10,,1.0
50733,40,,
50746,10,0.75,
50746,20,1.0,
50763,10,,1.5
50763,20,,1.5
50766,10,,1.25
50766,40,,1.25
50784,10,,
50784,20,,1.0
50786,10,,2.25
50788,10,,1.5
50788,20,,1.0
50802,10,,
50802,40,1.25,
50803,10,2.25,
50807,10,,
50815,10,1.75,
50822,10,,1.0
50823,10,1.25,
50823,40,1.0,
50825,10,1.5,
50825,11,1.0,
50825,40,,1.25
50825,42,1.5,
50834,20,,
50834,30,,3.0
50842,10,,1.25
50852,10,1.5,
50852,20,1.5,
50853,10,1.5,
50853,20,1.0,
50857,10,,3.0
50857,40,,
50861,20,1.25,
50861,30,1.5,
50869,20,1.25,
50869,30,1.0,
50873,10,1.0,
50883,10,,2.0
50883,20,,1.25
50884,20,,
50884,30,2.5,
50885,10,1.0,
50885,11,1.75,
50885,40,1.5,
50890,10,1.75,
50894,20,1.75,
50895,10,,1.75
50895,40,,2.5
50903,10,,1.25
50906,10,,1.5
50907,20,,1.25
50907,30,,1.25
50911,10,,
50911,40,,
50925,10,,1.0
50930,10,,2.25
50937,10,,1.0
50945,10,,
50945,40,,
50972,10,1.0,
50972,40,1.25,
50974,10,,1.0
50974,20,,1.75
50993,10,2.25,
50993,40,3.5,
50997,10,1.0,
50997,20,1.25,
51003,40,,2.25
51003,41,,1.5
51012,20,,
51012,21,,
51018,10,1.25,
51029,10,,1.0
51038,10,1.25,
51044,10,,
51055,10,,1.25
51062,40,,
51062,41,,1.5
51075,10,,1.25
51077,10,,
51098,20,1.75,
51108,10,1.0,
51111,20,1.0,
51169,10,1.0,
51169,20,1.25,
51174,21,,1.25
51174,30,1.75,
51184,10,,1.5
51184,20,,1.0
51185,10,2.0,
51188,10,,1.0
51203,10,1.0,
51217,10,1.0,
51217,40,1.75,
51221,10,,
51225,10,,3.25
51228,10,1.0,
51228,20,2.25,
51244,10,1.25,
51244,20,1.0,
51248,20,2.5,
51248,30,2.25,
51270,10,,1.0
51273,10,1.0,
51273,20,1.0,
51298,10,2.0,
51302,10,1.75,
51306,10,,
51306,20,,
51308,20,1.0,
51308,30,1.0,
51318,20,,1.0
51318,30,,1.25
51320,10,,0.75
51320,11,,1.5
51345,30,,1.5
51348,20,1.0,
51356,20,,2.0
51356,30,,1.75
51373,10,,1.0
51378,10,,
51381,10,2.0,
51387,10,,1.75
51387,20,,1.25
51405,10,,1.0
51405,20,,1.25
51406,10,,2.25
51406,40,,1.0
51411,10,,1.0
51417,30,2.0,
51423,10,,1.25
51423,11,,1.75
51456,20,,1.5
51466,10,,
51466,20,,
51467,10,,1.5
51467,11,,3.25
51470,10,,1.25
51476,20,0.5,
51476,30,1.0,
51478,10,,1.0
51479,10,2.5,
51479,20,1.25,
51489,20,,1.25
51489,30,,1.75
51500,20,2.5,
51500,30,1.0,
51506,10,,1.25
51510,10,,
51514,10,,1.0
51515,10,1.0,
51518,10,,
51522,20,1.25,
51534,10,1.25,
51538,10,1.0,
51542,10,,2.0
51542,20,,1.0
51549,10,,
